_id,ltable_id,rtable_id,ltable_title,ltable_artist_name,ltable_year,rtable_title,rtable_year,rtable_episode,rtable_song,rtable_artists
64491,889216,677051,Song Of A Sad Little Girl,Rick Wakeman And Dave Cousins,0,The Other Side of Rick Wakeman,2007.0,,A Glimpse Of Heaven,dave cousins
64720,948440,677051,Love's In Need Of Love Today,Dave Hollister,0,The Other Side of Rick Wakeman,2007.0,,A Glimpse Of Heaven,dave cousins
65293,570943,395503,The Battle Of Hollywood From '1941' (includes the Irish folksong 'The Rakes of Mallow'),John Williams,0,Collision Course,1989.0,,BACK TOGETHER (THEME FROM COLLISION COURSE),jerry knight + aaron zigman + deniece williams
65298,928131,395503,Back For Good (Live Version),Robbie Williams,1998,Collision Course,1989.0,,BACK TOGETHER (THEME FROM COLLISION COURSE),jerry knight + aaron zigman + deniece williams
65945,904546,231837,S.O.P. Theme #3: Feelings And Facts,Danny Elfman,0,Tales from the Crypt,1989.0,As Ye Sow (#5.2),Tales from the Crypt Theme,danny elfman
66020,798089,512757,Love Theme,The Boston Pops Orchestra / John Williams,0,Lawrence Jones y la mesa del Rey Salomón,2009.0,,Princess Leias theme,john williams
66034,797102,512757,Alfie's Theme,Big John Patton,0,Lawrence Jones y la mesa del Rey Salomón,2009.0,,Princess Leias theme,john williams
66078,858536,512757,SNOW WHITE: A Tale Of Terror: Theme,John Ottman,0,Lawrence Jones y la mesa del Rey Salomón,2009.0,,Princess Leias theme,john williams
66164,47700,593861,Parole (Evil Genius Remix),Immortal Technique,2008,Rhyme and Punishment,2011.0,,On Parole,immortal technique
66417,721131,666109,Dead Dogs In Space,Beats For Beginners,0,The Ice Follies of 1939,1939.0,,Loveland in the Wintertime,cliff friend + dave franklin + written for the movie + possibly played instrumentally
66644,907884,666109,Is It Wrong To Feel So Good (At This Time In My Life),Cliff Eberhardt,1993,The Ice Follies of 1939,1939.0,,Loveland in the Wintertime,cliff friend + dave franklin + written for the movie + possibly played instrumentally
66658,948440,666109,Love's In Need Of Love Today,Dave Hollister,0,The Ice Follies of 1939,1939.0,,Loveland in the Wintertime,cliff friend + dave franklin + written for the movie + possibly played instrumentally
66769,912091,666109,In the Misty Morning / My Life on the Plains,Dave Graney 'N' The Coral Snakes,1992,The Ice Follies of 1939,1939.0,,Loveland in the Wintertime,cliff friend + dave franklin + written for the movie + possibly played instrumentally
67573,142700,196119,The Enemy,Hanson Brothers,2000,Road Hockey Rumble,2007.0,Winnipeg  MB (#2.7),The Enemy,hanson
67746,934247,149959,We Will Rock You (Live 2000),Queen & Five,0,Match of the Day: Euro 2016,2016.0,Highlights: England vs. Wales/Northern Ireland vs. Ukraine/Germany vs. Poland (#1.19),We Will Rock You,queen
67947,863078,282367,Cavatina - Arranged by Chris Hazell,Bryn Terfel / London Symphony Orchestra / Barry Wordsworth / John Williams,0,The Voice Kids,2014.0,The Blind Auditions  Part 4 (#1.4),River Deep - Mountain High,chloe marshall + phil spector + jeff barry + ellie greenwich
68169,790442,38176,Le Roi s'amuse: Incidental Music - Ballet Music: III.     Scène du bouquet,Sir Thomas Beecham/Royal Philharmonic Orchestra,0,Bunheads,2012.0,Take the Vicuna (#1.15),The Sleeping Beauty  Op. 66: Act III - Pas De Deux: Aurore (Variation Ii),andrew mogrelia + czecho-slovak state philharmonic orchestra
68170,874482,38176,Back to the Future Part 3 - Indians,John Debney_ Alan Silvestri_ Royal Scottish National Orchestra,0,Bunheads,2012.0,Take the Vicuna (#1.15),The Sleeping Beauty  Op. 66: Act III - Pas De Deux: Aurore (Variation Ii),andrew mogrelia + czecho-slovak state philharmonic orchestra
68219,926014,38176,The Last Emperor - Main Theme,The City of Prague Philharmonic Orchestra,0,Bunheads,2012.0,Take the Vicuna (#1.15),The Sleeping Beauty  Op. 66: Act III - Pas De Deux: Aurore (Variation Ii),andrew mogrelia + czecho-slovak state philharmonic orchestra
68246,647639,38176,Colonel Bogey - Merengue,Edmundo Ros & His Orchestra,0,Bunheads,2012.0,Take the Vicuna (#1.15),The Sleeping Beauty  Op. 66: Act III - Pas De Deux: Aurore (Variation Ii),andrew mogrelia + czecho-slovak state philharmonic orchestra
68247,954657,38176,Le Sacre du printemps (2001 Digital Remaster)_ Première Partie: L'Adoration de la terre: Rondes printanières,Riccardo Muti/Philadelphia Orchestra,0,Bunheads,2012.0,Take the Vicuna (#1.15),The Sleeping Beauty  Op. 66: Act III - Pas De Deux: Aurore (Variation Ii),andrew mogrelia + czecho-slovak state philharmonic orchestra
68275,934493,38176,Konzert für Flöte und Orchester G-Dur op. 29 - Allegro,English Chamber Orchestra - Patrick Fournillier_ Philippe Racine (Flute),0,Bunheads,2012.0,Take the Vicuna (#1.15),The Sleeping Beauty  Op. 66: Act III - Pas De Deux: Aurore (Variation Ii),andrew mogrelia + czecho-slovak state philharmonic orchestra
68280,920998,38176,Die Walküre : Act I - Winterstürme wichen dem Wonnemond,Sir Thomas Beecham_ Hilde Konetzi_ Max Lorenz_ Irma Björck_ Andreas Böhm_ Gertrud Wettergren_ BBC Symphony Orchestra,0,Bunheads,2012.0,Take the Vicuna (#1.15),The Sleeping Beauty  Op. 66: Act III - Pas De Deux: Aurore (Variation Ii),andrew mogrelia + czecho-slovak state philharmonic orchestra
68291,774769,38176,II. Andantino siciliano from Concerto No. 1 for Guitar and String Orchestra in A Major_ Op. 30,English Chamber Orchestra,0,Bunheads,2012.0,Take the Vicuna (#1.15),The Sleeping Beauty  Op. 66: Act III - Pas De Deux: Aurore (Variation Ii),andrew mogrelia + czecho-slovak state philharmonic orchestra
68296,741951,38176,Die Walküre : Act I - Der Männer Sippe sa hier im Saal,Sir Thomas Beecham_ Hilde Konetzi_ Max Lorenz_ Irma Björck_ Andreas Böhm_ Gertrud Wettergren_ BBC Symphony Orchestra,0,Bunheads,2012.0,Take the Vicuna (#1.15),The Sleeping Beauty  Op. 66: Act III - Pas De Deux: Aurore (Variation Ii),andrew mogrelia + czecho-slovak state philharmonic orchestra
68336,918388,38176,Ain't Necessarily So - Live,Electric Light Orchestra (ELO),0,Bunheads,2012.0,Take the Vicuna (#1.15),The Sleeping Beauty  Op. 66: Act III - Pas De Deux: Aurore (Variation Ii),andrew mogrelia + czecho-slovak state philharmonic orchestra
68347,745417,38176,Piano Concerto No. 2 in B flat Op. 83 (2008 Digital Remaster): I.       Allegro non troppo,Solomon/Issay Dobroven/Philharmonia Orchestra,0,Bunheads,2012.0,Take the Vicuna (#1.15),The Sleeping Beauty  Op. 66: Act III - Pas De Deux: Aurore (Variation Ii),andrew mogrelia + czecho-slovak state philharmonic orchestra
68388,863078,38176,Cavatina - Arranged by Chris Hazell,Bryn Terfel / London Symphony Orchestra / Barry Wordsworth / John Williams,0,Bunheads,2012.0,Take the Vicuna (#1.15),The Sleeping Beauty  Op. 66: Act III - Pas De Deux: Aurore (Variation Ii),andrew mogrelia + czecho-slovak state philharmonic orchestra
68397,652308,38176,Konzert für Flöte und Orchester G-Dur Nr. 1 KV 313 - Adagio ma non troppo,English Chamber Orchestra - Patrick Fournillier_ Philippe Racine (Flute),0,Bunheads,2012.0,Take the Vicuna (#1.15),The Sleeping Beauty  Op. 66: Act III - Pas De Deux: Aurore (Variation Ii),andrew mogrelia + czecho-slovak state philharmonic orchestra
68418,791672,38176,The Nutcracker Suite_ Op. 71a_ Dance Of The Sugar Plum Fairy,Leopold Stokowski/The Philadelphia Orchestra,0,Bunheads,2012.0,Take the Vicuna (#1.15),The Sleeping Beauty  Op. 66: Act III - Pas De Deux: Aurore (Variation Ii),andrew mogrelia + czecho-slovak state philharmonic orchestra
68494,906746,38176,Die Walküre : Act III - Der diese Liebe mir in's Herz gelegt,Sir Thomas Beecham_ Hilde Konetzi_ Max Lorenz_ Irma Björck_ Andreas Böhm_ Gertrud Wettergren_ BBC Symphony Orchestra,0,Bunheads,2012.0,Take the Vicuna (#1.15),The Sleeping Beauty  Op. 66: Act III - Pas De Deux: Aurore (Variation Ii),andrew mogrelia + czecho-slovak state philharmonic orchestra
68570,894918,38176,Das Lied von der Erde - Symphonie fur eine Alt und eine Tenorstimme und grosses Orchester/5. Der Trunkene im Fruhling - Allegro,Leonard Bernstein;Israel Philharmonic Orchestra;Christa Ludwig;René Kollo,0,Bunheads,2012.0,Take the Vicuna (#1.15),The Sleeping Beauty  Op. 66: Act III - Pas De Deux: Aurore (Variation Ii),andrew mogrelia + czecho-slovak state philharmonic orchestra
68631,886940,38176,Le Roi s'amuse: Incidental Music - Ballet Music: V.      Madrigal,Sir Thomas Beecham/Royal Philharmonic Orchestra,0,Bunheads,2012.0,Take the Vicuna (#1.15),The Sleeping Beauty  Op. 66: Act III - Pas De Deux: Aurore (Variation Ii),andrew mogrelia + czecho-slovak state philharmonic orchestra
68685,940386,38176,I Don't Know How To Love Him - Sound-a-like Cover,West End Orchestra & Singers,0,Bunheads,2012.0,Take the Vicuna (#1.15),The Sleeping Beauty  Op. 66: Act III - Pas De Deux: Aurore (Variation Ii),andrew mogrelia + czecho-slovak state philharmonic orchestra
68689,956797,38176,A Boy Like That - I Have a Love,Chita Rivera & Carol Lawrence & Leonard Bernstein&The New York Philharmonic Orchestra,0,Bunheads,2012.0,Take the Vicuna (#1.15),The Sleeping Beauty  Op. 66: Act III - Pas De Deux: Aurore (Variation Ii),andrew mogrelia + czecho-slovak state philharmonic orchestra
68720,895513,38176,O Dieu! que de bijoux...Ah! je ris de me voir,Dame Joan Sutherland / Orchestra of the Royal Opera House_ Covent Garden / Francesco Molinari-Pradelli,0,Bunheads,2012.0,Take the Vicuna (#1.15),The Sleeping Beauty  Op. 66: Act III - Pas De Deux: Aurore (Variation Ii),andrew mogrelia + czecho-slovak state philharmonic orchestra
68732,917262,38176,Les Patineurs (The Ice Skaters): VI. Pas de Patineurs: Allegretto molto moderato,Cincinnati Pops Orchestra,0,Bunheads,2012.0,Take the Vicuna (#1.15),The Sleeping Beauty  Op. 66: Act III - Pas De Deux: Aurore (Variation Ii),andrew mogrelia + czecho-slovak state philharmonic orchestra
68745,649838,38176,Ode to Joy (O Freunde) - excerpt (Symphony No. 9 in D minor 'Choral' Op. 125 mvt IV),Sir Charles Mackerras/Joan Rodgers/Della Jones/Peter Bronder/Bryn Terfel/Royal Liverpool Philharmonic Choir/Royal Liverpool Philharmonic Orchestra/Ian Tracey/Malcolm Stewart,0,Bunheads,2012.0,Take the Vicuna (#1.15),The Sleeping Beauty  Op. 66: Act III - Pas De Deux: Aurore (Variation Ii),andrew mogrelia + czecho-slovak state philharmonic orchestra
68934,920963,38176,The Diary of Anne Frank - Overture,The City of Prague Philharmonic Orchestra,0,Bunheads,2012.0,Take the Vicuna (#1.15),The Sleeping Beauty  Op. 66: Act III - Pas De Deux: Aurore (Variation Ii),andrew mogrelia + czecho-slovak state philharmonic orchestra
68935,957938,38176,Coppelia : Act I - Czardas-Danse hongroise,Andrew Mogrelia,0,Bunheads,2012.0,Take the Vicuna (#1.15),The Sleeping Beauty  Op. 66: Act III - Pas De Deux: Aurore (Variation Ii),andrew mogrelia + czecho-slovak state philharmonic orchestra
68939,829647,38176,La Favorita: Dritter Akt - A lei son presso alfine,Coro Del Maggio Musicale Fiorentino_ Orchestra Del Maggio Musicale Fiorentino_ Giulietta Simionato_ Ettore Bastianini_ Gianni Poggi_ Alberto Erede,0,Bunheads,2012.0,Take the Vicuna (#1.15),The Sleeping Beauty  Op. 66: Act III - Pas De Deux: Aurore (Variation Ii),andrew mogrelia + czecho-slovak state philharmonic orchestra
69009,921346,38176,Mein Herr - Sound-a-like Cover,West End Orchestra & Singers,0,Bunheads,2012.0,Take the Vicuna (#1.15),The Sleeping Beauty  Op. 66: Act III - Pas De Deux: Aurore (Variation Ii),andrew mogrelia + czecho-slovak state philharmonic orchestra
69556,85784,483155,The Honky Tonk Life I Lead,The John Evans Band,0,Imagine: John Lennon,1988.0,,A Day in the Life,john lennon + paul mccartney
69612,877001,483155,A Day In The Life/Give Peace A Chance,Paul McCartney,0,Imagine: John Lennon,1988.0,,A Day in the Life,john lennon + paul mccartney
69673,957165,483155,Sonata in A minor - Allegretto ben Moderato,Paul Fried  - Mark Kroll,0,Imagine: John Lennon,1988.0,,A Day in the Life,john lennon + paul mccartney
69833,439142,483155,Love Is In The Air (Fran Mix),John Paul Young,1997,Imagine: John Lennon,1988.0,,A Day in the Life,john lennon + paul mccartney
69914,274276,483155,St. Patrick's Day from The Quiet Man (1952),John Williams;Itzhak Perlman;The Boston Pops Orchestra,0,Imagine: John Lennon,1988.0,,A Day in the Life,john lennon + paul mccartney
69918,959760,483155,In The Name Of The Holocaust: A. 3'36,John Cage,0,Imagine: John Lennon,1988.0,,A Day in the Life,john lennon + paul mccartney
70006,951886,483155,We Live this Life (Long version / 20th Anniversary Mix),Paul Johnson,0,Imagine: John Lennon,1988.0,,A Day in the Life,john lennon + paul mccartney
70021,947783,483155,Ride Of Your Life (New Jim Scott Mix),John Gregory,0,Imagine: John Lennon,1988.0,,A Day in the Life,john lennon + paul mccartney
70118,276001,483155,I Love You More Every Day,John Mayall,2007,Imagine: John Lennon,1988.0,,A Day in the Life,john lennon + paul mccartney
70188,939734,483155,The Academy In Peril,John Cale,1972,Imagine: John Lennon,1988.0,,A Day in the Life,john lennon + paul mccartney
70459,957633,483155,Sitting In Limbo,John Sebastian,0,Imagine: John Lennon,1988.0,,A Day in the Life,john lennon + paul mccartney
70624,372374,483155,My Life (Anthology Version),John Lennon,0,Imagine: John Lennon,1988.0,,A Day in the Life,john lennon + paul mccartney
70736,476573,563689,The Church's One Foundation (Christ Our Foundation),Scott Wesley Brown,0,Oh! What a Lovely War,1969.0,,The Churchs One Foundation,samuel wesley
71323,954185,711620,The Love I Long For (November 30_ 1944 War Bond Rally San Diego_ Ca),Harry James & His Orchestra,0,Vampyres,1974.0,,Waiting For Death,james kenelm clarke + james clarke orchestra
71325,912234,711620,Selection: (a) Casimo (b) I Love You (c) You Can Never Blame A Girl For Dreaming (d) Goodbye_ Little Rosebud (e) Wildflower (f) April Blossoms (g) Bambalina (h) Goodbye_ Little Rosebud,The London Theatre Orchestra,0,Vampyres,1974.0,,Waiting For Death,james kenelm clarke + james clarke orchestra
71327,577554,711620,Holiday For Strings,David Rose & His Orchestra,1967,Vampyres,1974.0,,Waiting For Death,james kenelm clarke + james clarke orchestra
71330,854064,711620,Concerto No. 2 for Flute & Orchestra_ K. 314 in D/Rondeau: Allegro,James Galway;Sir Neville Marriner,0,Vampyres,1974.0,,Waiting For Death,james kenelm clarke + james clarke orchestra
71373,927241,711620,Musique pour le soupers du Roi Ubu / Music for King Ubu's Dinner (1982),Saarbrücken Radio Symphony Orchestra,0,Vampyres,1974.0,,Waiting For Death,james kenelm clarke + james clarke orchestra
71375,511742,711620,Concerto No. 25 in C Major for Piano and Orchestra_ K. 503/III. Allegretto,Murray Perahia;English Chamber Orchestra,0,Vampyres,1974.0,,Waiting For Death,james kenelm clarke + james clarke orchestra
71396,774769,711620,II. Andantino siciliano from Concerto No. 1 for Guitar and String Orchestra in A Major_ Op. 30,English Chamber Orchestra,0,Vampyres,1974.0,,Waiting For Death,james kenelm clarke + james clarke orchestra
72121,693070,700817,Double Crossing Blues,Little Esther & Mel Walker and The Johnny Otis Orchestra,0,Touch of Evil,1958.0,,Blues Pianola,henry mancini + united international orchestra
72159,233726,700817,Lonely Boy Blues,Jay McShann and His Orchestra,1999,Touch of Evil,1958.0,,Blues Pianola,henry mancini + united international orchestra
72168,893408,700817,Evil Gal Blues,Lionel Hampton and his orchestra,2001,Touch of Evil,1958.0,,Blues Pianola,henry mancini + united international orchestra
73011,540672,668719,Idol (Hex Hector & Jonathan Peters Club Mix),Amanda Ghost,0,The Land Before Time XII: The Great Day of the Flyers,2006.0,,Flip  Flap & Fly,michele brourman + amanda mcbroom + jeff bennett + rob paulsen + nika futterman + nick price
73769,958001,517217,(I Don't Know Why) But I Do,Clarence 'Frogman' Henry,1989,Lets Go Steady,1945.0,,I Dont Want to Love You (Like I Do),henry prichard
73834,954732,326555,I Shall Not Be Moved,Carlene Davis,0,10 Years,2011.0,,Be Yo Daddy,ali dee + aaron sandlofer + julian davis + vinny alfieri + king juju
73844,961194,326555,This Can't Be Love,Frank Sinatra_ Dean Martin and Sammy Davis Jr,0,10 Years,2011.0,,Be Yo Daddy,ali dee + aaron sandlofer + julian davis + vinny alfieri + king juju
74559,746491,8222,No Te Aguanto Mas,Objetivo Birmania,1984,Ahí te quiero ver,1984.0,(1984-11-08),No te aguanto más,objetivo birmania
74638,416824,588286,United States Got Us In A Bad Shape,Big Jack Johnson,0,Rag Tag,2006.0,,Bad Bwoy Bass,kyan laslett obrien + jack molder
74653,798499,402360,Headhunter (Live),Front 242,1988,Cyberpunk,1990.0,,Headhunter,front 242
74659,778955,442788,Hard Time Empty Bottle Blues IV,John Fahey,2006,For a Good Time  Call...,2012.0,,Hard Work,john turrell + jonathon watson + smoove + turrell
75769,694417,169943,Around The World In 80 Days - Overture,Victor Young,0,Ochéntame... otra vez,2014.0,La juventud canta y baila (#2.16),In the Navy,henri belolo + jacques morali + victor willis + the village people
